created_by,name,tourism,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,brand,contact:facebook,email,fax,internet_access,operator,phone,rooms,smoking,stars,website,wheelchair,wikidata,brand:wikidata,brand:wikipedia,fhrs:id,internet_access:fee,internet_access:operator,internet_access:ssid,name:zh,source,source:addr,amenity,addr:country,contact:twitter,payment:american_express,addr:housename,fhrs:local_authority_id,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,source:postcode,check_date,old_name,fhrs:authority,contact:email,contact:fax,contact:phone,contact:website,name:full,addr:place,addr:interpolation,toilets:wheelchair,contact:instagram,contact:linkedin,air_conditioning,postal_code,entrance,cuisine,restaurant,payment:lightning,fhrs:note,name:ja,addr:suburb,alt_name,url,building,start_date,fixme,opening_hours,name:botanical,note,name:en,access,description,historic,level,loc_name,addr:floor,branch,wheelchair:description,not:addr:postcode,material,wikipedia,operator:wikidata,contact:pinterest,ref,pets_allowed,official_name,source:addr:postcode,fhrs:name,dog,old_fhrs:id,toilets,checkfirst:suggested:name,payment:credit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,source:name,parking,bar,addr:county,survey:date,note:addr:postcode,nodes,building:levels,building:levels:underground,architect,owner,atm,building:material,roof:levels,building:colour,roof:colour,roof:material,roof:shape,name:ko,building:min_level,contact:youtube,building:use,reservation,name:es,layer,levels,name:fa,addr:hamlet,old_name:1906-2013,name:pl,source:building,fhrs:inspectiondate,contact:google_plus,check_date:internet_access,designation,stairs,payment:cash,old_operator,short_name,twitter,addr:unit,source:building:levels,source:addr:housenumber,source:operator,building:architecture,building:cladding,image,dontimport:fhrs:addrline3,name:el,accommodation,food,outdoor_seating,listed_status,ref:GB:uprn,hotel,landuse,was:amenity,payment:cheque,payment:maestro,payment:visa_electron,brewery,opening_hours:kitchen,source:rooms,roof:orientation,wheelchair:description:en,opening_date,breakfast,toilets:access,building:part,facebook,instagram,guest_house,payment:contactless,construction,not:brand:wikidata,swimming_pool,beer_garden,height,ways,type,contact:vk,building:start_date
,Marriott,hotel,"POLYGON ((-0.1578981 51.5128744, -0.1581184 51.5132884, -0.158123 51.5133101, -0.1580998 51.5133375, -0.1580488 51.5133577, -0.157869 51.5133773, -0.1577546 51.5130909, -0.1577359 51.5130439, -0.1577531 51.5130406, -0.1576925 51.5128803, -0.1576881 51.5128688, -0.1578261 51.5128453, -0.1578586 51.5128482, -0.1578841 51.5128568, -0.1578981 51.5128744))",,,,,Marriott,,,,,,,,,,,,,Q1141173,en:Marriott International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[472663713, 1230997636, 1396900435, 1396900448, 472663714, 472663715, 5840168594, 5840168597, 472663716, 5840168599, 1396900451, 1396900454, 1396900425, 1396900438, 472663713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holiday Inn Brent Cross,hotel,"POLYGON ((-0.222341 51.5730887, -0.2230426 51.5729069, -0.2229522 51.5727793, -0.2222635 51.5729592, -0.222341 51.5730887))",LONDON,,NW2 1LP,Tilling Road,,,,+44 (0)208 455 4660,,,+44 871 942 9112,,,,https://www.ihg.com/holidayinn/hotels/gb/en/london/bregc/hoteldetail,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[478572323, 478572336, 478571876, 478571892, 478572323]",11,,,,,brick,,,,metal,gambrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holiday Inn,hotel,"POLYGON ((0.1540945 51.4460332, 0.1540215 51.4459252, 0.1534943 51.4460768, 0.1537859 51.4464341, 0.1537636 51.4464406, 0.1537793 51.4464604, 0.1538315 51.4464463, 0.1538443 51.4464657, 0.1538263 51.4464716, 0.1538595 51.4465183, 0.1542561 51.4464786, 0.1542777 51.4465502, 0.1542473 51.4465532, 0.1542559 51.4465839, 0.1542874 51.4465815, 0.1542948 51.4465981, 0.1543441 51.4465928, 0.1543627 51.446651, 0.1547184 51.4466073, 0.1547061 51.4465687, 0.1547175 51.4465668, 0.154726 51.4465627, 0.1547284 51.4465572, 0.1547265 51.4465492, 0.1547376 51.4465491, 0.1547177 51.4464796, 0.154704 51.4464808, 0.1547021 51.4464708, 0.1547343 51.4464702, 0.1547665 51.4464761, 0.1548595 51.446326, 0.1548168 51.4463064, 0.1548345 51.4462781, 0.1547959 51.4462362, 0.1546594 51.446193, 0.1546177 51.4461138, 0.1544447 51.4461506, 0.1544328 51.4461622, 0.1544744 51.4462268, 0.1544887 51.4462311, 0.1545304 51.4462243, 0.1545475 51.4462509, 0.1544792 51.4463605, 0.15441 51.4463715, 0.1543972 51.4463528, 0.1543678 51.4463549, 0.1543558 51.4463164, 0.1543454 51.4462828, 0.1543227 51.4462739, 0.1542788 51.4462787, 0.1542649 51.4462917, 0.1542635 51.4463047, 0.1542692 51.4463358, 0.1538565 51.4463862, 0.1538206 51.44634, 0.1538917 51.4463203, 0.1537452 51.4461161, 0.153859 51.4460829, 0.1538954 51.4461281, 0.1541185 51.4460683, 0.1540945 51.4460332))",Bexleyheath,,DA5 1ND,Southwold Road,Holiday Inn,,,+44 1322 625584,,,,,,,https://www.ihg.com/holidayinn/hotels/gb/en/london/dfbke/hoteldetail,,,Q2717882,en:Holiday Inn,782384,,,,,,,,GB,,,,,,,,,,,Black Prince Hotel,,,,+44 871 942 9006,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kent,,,"[487219633, 487219638, 487219643, 5666912460, 5666912495, 5666912436, 5666912472, 9674414133, 9674414132, 487219647, 487219653, 9674414129, 9674414128, 9674414127, 9674414126, 9674414131, 9674414130, 5666912447, 5666912482, 9674377702, 9674377701, 9674377705, 9674377703, 9674377704, 9674377706, 9674377707, 9674377708, 9674377709, 9674377710, 9674377713, 9674377712, 9674377711, 5666912519, 487219659, 5666912439, 5666912474, 5666912453, 5666912487, 5666914325, 9674377698, 9674377699, 9674377700, 9674414121, 9674414120, 9674414119, 9674414118, 9674377714, 5666912461, 9674414122, 5666912466, 9674414123, 9674414124, 5666912437, 432450506, 5666912473, 9674414134, 5666912477, 5666912451, 5666912456, 5666912464, 487219633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travelodge,hotel,"POLYGON ((-0.1246851 51.5156293, -0.1244927 51.5154839, -0.1244422 51.5155091, -0.1242162 51.5153307, -0.1241253 51.515373, -0.1240869 51.5153487, -0.1239963 51.515395, -0.123737 51.5155276, -0.1237611 51.5155445, -0.1237306 51.5155581, -0.1237088 51.5155409, -0.1236528 51.5155695, -0.1236733 51.5155858, -0.1237208 51.5155624, -0.1237343 51.5155654, -0.1237588 51.5155848, -0.1237799 51.5155859, -0.1238194 51.5155672, -0.1238594 51.5156002, -0.1238675 51.5155994, -0.1241301 51.5154764, -0.1242671 51.5155911, -0.1239976 51.5157182, -0.1240568 51.515769, -0.1240428 51.5158303, -0.1239698 51.5158687, -0.124415 51.5161525, -0.1246467 51.516086, -0.1246406 51.5160803, -0.1245884 51.5160159, -0.1245254 51.5160325, -0.1242295 51.5158401, -0.1242295 51.5157745, -0.1243648 51.5157005, -0.1243323 51.5156724, -0.1244803 51.51561, -0.1245964 51.5157083, -0.1246818 51.5156718, -0.1246503 51.5156477, -0.1246851 51.5156293))",London,10,WC2B 5RE,Drury Lane,Travelodge,,,,wlan,,,,,,,no,,Q9361374,en:Travelodge UK,423928,customers,,Travelodge WiFi,,,,,,,,,14756,,,,,,,,Camden,,,,,,,,,,,,,,,,,,,,Travelodge London Covent Garden,,yes,,,,,,,,,,,,,London Covent Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,"[490256530, 490256531, 490256532, 490256533, 1663122669, 1663122661, 5408675731, 5408675750, 5408675751, 490256534, 5408675749, 5408675748, 5408675747, 5408675746, 9168213695, 5408675744, 1663122690, 1663122679, 5408675745, 1663122695, 1663122673, 438170555, 490256535, 490256536, 1663122756, 490256537, 1663122802, 1663122800, 1663122798, 1663122787, 1663122789, 1663122765, 1663122753, 490256538, 490256539, 490256540, 490256541, 1663122719, 1663122713, 490256530]",,,,,,concrete,,lightgrey,grey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,President Hotel,hotel,"POLYGON ((-0.1236917 51.5223435, -0.123626 51.5222409, -0.1234101 51.5222939, -0.1234962 51.5224229, -0.1235603 51.5225236, -0.1241864 51.522367, -0.1247644 51.5221525, -0.1244654 51.5219168, -0.1243191 51.5219914, -0.1244559 51.5221099, -0.1241919 51.5222109, -0.1241154 51.5221125, -0.1239088 51.5221742, -0.1239798 51.5222818, -0.1236917 51.5223435))",London,66,WC1B 5BB,Russel Square,,,,,wlan,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,プレジデント・ホテル,,,,hotel,,,,,,President Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[490714650, 490714652, 490714653, 1156288959, 490714655, 490714657, 490714660, 490714665, 490714669, 490714672, 490714674, 490714676, 490714681, 490714683, 490714650]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imperial Hotel,hotel,"POLYGON ((-0.1244654 51.5219168, -0.1243191 51.5219914, -0.1242046 51.5219009, -0.1239704 51.5220047, -0.1236561 51.522114, -0.1235458 51.5219894, -0.1236967 51.5219312, -0.1236783 51.521913, -0.1238049 51.5218695, -0.1238463 51.5218529, -0.1239941 51.5217934, -0.1238376 51.5216625, -0.1237248 51.521566, -0.1238298 51.5215175, -0.1239254 51.5214708, -0.1240462 51.5215756, -0.1244654 51.5219168))",,,,,,,,,wlan,,,,,3,http://www.imperialhotels.co.uk/imperial,,Q21585403,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,"en:Imperial Hotel, London",,,,,,,,,,,,,,,,,,,,,,,"[490714665, 490714669, 490714699, 7526959071, 490714703, 490714706, 7526959068, 7526959069, 7526959070, 9702441402, 490714708, 2316821045, 490714712, 1392058834, 490714717, 2316821044, 490714665]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Astor Court Hotel,hotel,"POLYGON ((-0.1429377 51.5196112, -0.1430875 51.5195861, -0.1431513 51.5197332, -0.1432116 51.5198723, -0.1430609 51.5198969, -0.1430164 51.5197937, -0.1429377 51.5196112))",,20,,Hallam Street,,,,,,,,,,3,https://www.astorcourthotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3518242750, 3518254039, 3518352561, 1611097561, 496471871, 496471858, 3518242750]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Langham Court Hotel,hotel,"POLYGON ((-0.1413858 51.5191402, -0.1412599 51.5191637, -0.1412448 51.5191666, -0.1412259 51.5191701, -0.1410965 51.5191944, -0.1411074 51.5192169, -0.1411144 51.5192156, -0.1411542 51.5192975, -0.1411677 51.5193256, -0.1411936 51.5193208, -0.1412433 51.5193118, -0.1412714 51.5193716, -0.1413446 51.5193583, -0.1414022 51.519348, -0.1414618 51.5193377, -0.1414548 51.5193221, -0.1414301 51.5193264, -0.1414234 51.5193116, -0.141411 51.5192843, -0.1413906 51.5192878, -0.1413782 51.5192606, -0.1414224 51.5192528, -0.1414167 51.5192389, -0.1413835 51.5191708, -0.1413992 51.5191678, -0.1413858 51.5191402))",London,31-35,,Langham Street,,,,,,,,,,4,,limited,Q27080763,,,,,,,,Bing;photograph;survey,,,GB,,,,,,,,,,,Howard de Walden Nurses Home,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-11,,"[496645940, 4311960549, 4311960550, 4311960553, 496645942, 4311960563, 4311960562, 496645943, 4311960584, 4311960582, 4311960580, 4311960592, 4311960589, 4311960591, 4311960588, 4311960579, 4311960575, 6177899691, 4311960570, 4311960572, 4311960567, 496645944, 4311960566, 4311960554, 4311960552, 496645940]",4,,,,,brick,1,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Berkeley,hotel,"POLYGON ((-0.1563656 51.5022064, -0.1562481 51.5022238, -0.1562561 51.502238, -0.1559081 51.5022769, -0.1558652 51.5021708, -0.155886 51.502169, -0.1558603 51.5020812, -0.1558467 51.5020348, -0.1555017 51.5020769, -0.1554816 51.5020239, -0.1554622 51.5020293, -0.1554501 51.5019943, -0.1553871 51.5020018, -0.155379 51.5019726, -0.155261 51.5019926, -0.1552087 51.5018565, -0.1554712 51.5018163, -0.1554984 51.5018958, -0.1559557 51.5018273, -0.1559208 51.5017472, -0.1560705 51.5017259, -0.1560603 51.5016929, -0.1561703 51.5016749, -0.1561833 51.5017099, -0.1561906 51.5017088, -0.1562304 51.5018118, -0.1561378 51.5018269, -0.1562443 51.5021219, -0.1563298 51.5021105, -0.1563656 51.5022064))",,,,Wilton Place,,,,,,,,214,,5,,,Q7716552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[503560933, 5150662228, 5150662227, 503560999, 5150662253, 5358954421, 5358954424, 5150662265, 5150662264, 5150662225, 5150662226, 5150662266, 5150662267, 5150662268, 5150662269, 5150662270, 503560992, 5150662271, 5150662272, 5150662273, 5150662017, 5150662016, 5150662015, 5150662014, 503560981, 503560971, 503560962, 503560952, 503560942, 503560933]",6,,,,,stone,1,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Novotel London Paddington,hotel,"POLYGON ((-0.1832772 51.5190194, -0.1832735 51.519133, -0.1826811 51.5191256, -0.1826782 51.5192152, -0.1825831 51.519214, -0.1825284 51.5192133, -0.182431 51.5192121, -0.1824426 51.5188495, -0.1826641 51.5188523, -0.182662 51.5189172, -0.1831289 51.518923, -0.1831225 51.5189762, -0.1831259 51.5190175, -0.1832772 51.5190194))",London,3,W2 6BD,Kingdom Street,Novotel,,,,,,,,,4,http://www.novotel.com/gb/hotel-6455-novotel-london-paddington/index.shtml,,,Q420545,,433684,,,,,,FSA Food Hygiene Ratings Database,,,,,,08/00097/COMM,0,0,5,0,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 6BD,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[521689820, 2048112883, 521689823, 521689825, 6854704198, 2492718720, 6854704197, 521689817, 521689768, 521689770, 521689772, 6854704194, 6854704199, 521689820]",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gower House Hotel,hotel,"POLYGON ((-0.1319541 51.5215221, -0.1319786 51.5215449, -0.132012 51.521531, -0.1320441 51.5215609, -0.1320097 51.5215751, -0.1318794 51.5216292, -0.1318619 51.5216129, -0.1318229 51.5215765, -0.1319541 51.5215221))",London,57,,Gower Street,,,,,,,+44 20 7636 4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381127, 8169118791, 8169118790, 8169118789, 523381131, 523381132, 8169118738, 523381130, 523381127]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesmond Hotel,hotel,"POLYGON ((-0.1321215 51.5216775, -0.1321475 51.5217017, -0.1321809 51.5216879, -0.1322133 51.5217182, -0.1321814 51.5217314, -0.1320481 51.5217867, -0.1320279 51.5217679, -0.1319902 51.5217326, -0.1321215 51.5216775))",London,63,,Gower Street,,,,+44 171 323 4373,,,+44 171 636 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,house,,is the telephone and fax number correct?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381136, 8169118782, 8169118781, 8169118780, 523381140, 523381142, 8169118735, 523381138, 523381136]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridgemount Hotel,hotel,"POLYGON ((-0.1323251 51.5218186, -0.132157 51.5218883, -0.1321232 51.5218568, -0.1321137 51.5218479, -0.1321018 51.5218368, -0.1320937 51.5218293, -0.1320844 51.5218206, -0.1320481 51.5217867, -0.1321814 51.5217314, -0.1322046 51.5217531, -0.1322395 51.5217386, -0.1322747 51.5217715, -0.1323251 51.5218186))",London,65-67,,Gower Street,,,,,yes,,+44 20 7636 1141,,,,,no,,,,,no,,,,,,,,,,,,,,,,,2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,terrace,,Is the telephone number correct?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,"[523381144, 523381145, 8169118726, 8169118729, 8166155387, 8169118728, 8169118730, 523381142, 523381140, 8169118779, 8169118778, 8166155386, 523381144]",,,,,,,,,,,,,,,hotel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Garth Hotel,hotel,"POLYGON ((-0.1323251 51.5218186, -0.1323576 51.5218489, -0.132326 51.521862, -0.1323497 51.5218841, -0.1322131 51.5219407, -0.1321754 51.5219055, -0.1321696 51.5219001, -0.132157 51.5218883, -0.1323251 51.5218186))",London,69,,Gower Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381144, 8169118777, 8169118776, 523381146, 523381147, 8169118721, 8169118722, 523381145, 523381144]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regency House Hotel,hotel,"POLYGON ((-0.1323497 51.5218841, -0.1323828 51.5218704, -0.1324149 51.5219003, -0.1323804 51.5219146, -0.1324049 51.5219375, -0.1322697 51.5219935, -0.1322353 51.5219615, -0.1322262 51.5219529, -0.1322131 51.5219407, -0.1323497 51.5218841))",London,71,,Gower Street,,,,+44 20 7323 5077,,,+44 20 7637 1804,,,,,no,,,,,,,,,,,,,,,,,,,,,,2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381146, 8169118773, 8169118774, 8169118775, 523381148, 523381150, 8169118718, 8169118723, 523381147, 523381146]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Cavendish,hotel,"POLYGON ((-0.1322697 51.5219935, -0.1324049 51.5219375, -0.1324428 51.5219218, -0.1324746 51.5219515, -0.132436 51.5219675, -0.1324596 51.5219895, -0.1324972 51.5219739, -0.1325294 51.522004, -0.1324944 51.5220185, -0.1325177 51.5220403, -0.1323807 51.5220971, -0.1323458 51.5220645, -0.1323359 51.5220553, -0.1323252 51.5220453, -0.1322899 51.5220124, -0.1322812 51.5220043, -0.1322697 51.5219935))",London,73-75,,Gower Street,,,,,,,+44 20 7636 9079,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381150, 523381148, 8169118770, 8169118771, 8169118772, 8166155389, 8169118767, 8169118768, 8169118769, 523381151, 523381153, 8169094712, 8169094694, 8166155388, 8169094715, 8169094693, 523381150]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arran Hotel,hotel,"POLYGON ((-0.1325177 51.5220403, -0.1325548 51.5220249, -0.1325841 51.5220522, -0.1325511 51.5220659, -0.1325772 51.5220903, -0.1324366 51.5221493, -0.1323999 51.5221151, -0.1323919 51.5221076, -0.1323807 51.5220971, -0.1325177 51.5220403))",London,77,,Gower Street,,,,,,,+44 20 7636 2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381151, 8169118764, 8169118765, 8169118766, 523381155, 523381157, 8169094709, 8169094692, 523381153, 523381151]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arosfa Hotel,hotel,"POLYGON ((-0.1326894 51.5221935, -0.1327277 51.5221776, -0.1327594 51.5222072, -0.1327225 51.5222225, -0.1327483 51.5222465, -0.1326048 51.5223062, -0.1325671 51.5222711, -0.1325588 51.5222634, -0.1325473 51.5222526, -0.1326894 51.5221935))",London,83,WC1E 6HJ,Gower Street,,,info@arosfalondon.com,44 20 7323 5141,,,+44 20 7636 2115,,,,http://www.arosfalondon.com/,,,,,,,,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[523381162, 8169118755, 8169118756, 8169118757, 523381164, 523381165, 8169094700, 8169094689, 523381163, 523381162]",,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alexandra Hotel,hotel,"POLYGON ((-0.1726013 51.5145686, -0.1727148 51.5145026, -0.1730216 51.5147128, -0.1728871 51.5147878, -0.1727387 51.514685, -0.1727585 51.5146739, -0.172713 51.5146424, -0.1726868 51.514657, -0.1726587 51.5146375, -0.17259 51.5146696, -0.1725865 51.514662, -0.172516 51.514613, -0.1726013 51.5145686))",,159-161,,,,,,,,,,97,,,http://www.alexandrahotel.website/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528196587, 528196591, 528155513, 6924209224, 6924209228, 6924209229, 6924209230, 6924209231, 6924209232, 6924209233, 6967002011, 6924209234, 528196587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balmoral House Hotel,hotel,"POLYGON ((-0.1728074 51.5148322, -0.1725839 51.5146731, -0.17259 51.5146696, -0.1726587 51.5146375, -0.1726868 51.514657, -0.1726953 51.5146625, -0.1726685 51.514677, -0.172706 51.5147037, -0.1727387 51.514685, -0.1728871 51.5147878, -0.1728074 51.5148322))",London,157,,Sussex Gardens,,,,,,,+44 20 7402 1833,,,2,https://www.balmoralhousehotel.co.uk/index.html,,,,,414286,,,,,,FSA Food Hygiene Ratings Database,,,,,,01585/0156/0/000,20,10,1,5,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 1UD,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528155524, 528155526, 6924209233, 6924209232, 6924209231, 6924209227, 6924209226, 6924209225, 6924209228, 6924209224, 528155524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Albro House,hotel,"POLYGON ((-0.1728074 51.5148322, -0.1727466 51.5148661, -0.1725224 51.5147073, -0.1725839 51.5146731, -0.1728074 51.5148322))",London,155,,Sussex Gardens,,,,,,,,19,,,https://www.albrohotel.co.uk/,,,,,414285,,,,,,FSA Food Hygiene Ratings Database,,,,,,01585/0155/0/000,10,10,3,10,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 2RY,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528155524, 528155528, 528155530, 528155526, 528155524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adare Hotel,hotel,"POLYGON ((-0.1727466 51.5148661, -0.1726807 51.5149028, -0.1724594 51.5147424, -0.1725224 51.5147073, -0.1727466 51.5148661))",London,153,,Sussex Gardens,,,,,,,,20,,,https://www.adare-hotel-london.co.uk/,,,,,414283,,,,,,FSA Food Hygiene Ratings Database,,,,,,01585/0153/0/000,10,0,4,5,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 2RY,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528155528, 528155532, 528155534, 528155530, 528155528]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Europa House Hotel,hotel,"POLYGON ((-0.1726807 51.5149028, -0.1726163 51.5149387, -0.1723937 51.5147791, -0.1724594 51.5147424, -0.1726807 51.5149028))",London,151,,Sussex Gardens,,,,,,,+44 20 7723 7343,20,,,,,,,,414282,,,,,,FSA Food Hygiene Ratings Database,,,,,,01585/0151/0/000,10,0,4,0,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 2RY,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528155532, 528155536, 528155537, 528155534, 528155532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Queensway Hotel,hotel,"POLYGON ((-0.1726163 51.5149387, -0.1724893 51.5150095, -0.1722636 51.5148516, -0.1723937 51.5147791, -0.1726163 51.5149387))",London,147-149,,Sussex Gardens,,,,,,,,42,,,http://dev.queenswayhotel.co.uk/,,,,,414280,,,,,,FSA Food Hygiene Ratings Database,,,,,,01585/0147/0/000,10,5,4,0,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,W2 2RY,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528155536, 528155541, 528155542, 528155537, 528155536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
