note,geometry,amenity,wheelchair,source,name,fixme,addr:city,addr:housenumber,addr:street,operator,historic,website,nodes,addr:housename,addr:postcode,alt_name,branch,brand,brand:wikidata,brand:wikipedia,building,building:levels,building:levels:underground,description,fhrs:id,fhrs:local_authority_id,internet_access,internet_access:fee,internet_access:operator,internet_access:ssid,old_name,tourism,architect,bar,check_date,start_date,wikidata,wikipedia,atm,contact:facebook,contact:instagram,email,opening_hours,phone,smoking,stars,nohousenumber,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,loc_name,postal_code,source:postcode,rooms,source:addr,building:material,roof:levels,building:colour,roof:colour,contact:email,contact:linkedin,contact:phone,contact:website,contact:youtube,name:fr,toilets:wheelchair,addr:country,fax,roof:material,roof:shape,name:en,name:ja,survey:date,name:fa,building:architecture,layer,name:zh,source:building,owner,he:inscription_date,heritage,heritage:operator,heritage:website,historic:amenity,historic:name,listed_status,ref:he,fhrs:authority,fhrs:inspectiondate,contact:fax,addr:county,addr:suburb,ref,cuisine,food,outdoor_seating,toilets,toilets:access,official_name,disused:name,disused:tourism,fhrs:name,source:addr:postcode,building:part,contact:twitter,source:rooms,roof:orientation,wheelchair:description,not:addr:postcode,opening_date,ref:GB:uprn,breakfast,source:addr:housenumber,accommodation,indoor_seating,height,air_conditioning,construction,not:brand:wikidata,swimming_pool,ways,type,name:es
,"POLYGON ((-0.195224 51.4192192, -0.1950954 51.4192331, -0.1948791 51.4192571, -0.1948328 51.4190936, -0.1946946 51.4191088, -0.1947461 51.4192905, -0.1947723 51.419383, -0.1951262 51.4193438, -0.1952548 51.4193299, -0.195224 51.4192192))",,,,Antoinette Hotel,,London,249-263,The Broadway,,,,"[4737071458, 4737071455, 4734761244, 4734761243, 4734761242, 4734761238, 4734761241, 4737071456, 4737071457, 4737071458]",,SW19 1SD,,,,,,hotel,,,,200061,,wlan,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.antoinettehotel.com/wimbledon/,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0212183 51.4741396, -0.0209307 51.474035, -0.0210513 51.4739109, -0.021222 51.4739724, -0.0214174 51.4740717, -0.0214395 51.4740825, -0.0213852 51.4741234, -0.0213633 51.4741355, -0.0213377 51.4741444, -0.0213096 51.4741496, -0.0212782 51.4741508, -0.0212472 51.4741474, -0.0212183 51.4741396))",,yes,,Travelodge Greenwich,,,28,Blackheath Road,,,,"[4785988454, 4785988442, 4785988449, 2195929442, 4785988450, 4785988451, 4785988452, 10226606179, 10226606178, 4785988453, 10226606177, 10226606176, 4785988454]",,SE10 8DA,,,Travelodge,Q9361374,,hotel,,,,694106,,wlan,customers,,Travelodge WiFi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1539567 51.5024314, -0.1539053 51.5022342, -0.1536547 51.5022575, -0.153681 51.5023525, -0.1537088 51.5024399, -0.1537101 51.5024594, -0.1539567 51.5024314))",,,,The Wellesley,,,11,Knightsbridge,,,,"[2591847896, 4786036306, 4786036307, 3735658546, 3735658548, 4786036308, 2591847896]",,,,,,,,hotel,5,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0751684 51.5154756, -0.0750502 51.5155443, -0.0750415 51.5155393, -0.074778 51.5156641, -0.074751 51.5156676, -0.0746087 51.5157147, -0.0743334 51.5154187, -0.0746028 51.515339, -0.074766 51.5152645, -0.0750875 51.5154413, -0.0751684 51.5154756))",,,,Travelodge London City,,London,20,Middlesex Street,Travelodge,,http://travelodge.co.uk/hotels/639/London-City-Hotel,"[7004256989, 7900394650, 7900394651, 7900394652, 7900394649, 1312454059, 4799869982, 9673189931, 4799869981, 7900394642, 7004256989]",,E1 7EZ,,,,,,hotel,8,,,1101825,,wlan,,,,,hotel,,,,,,,,,,,,+44 8719846534,,,,,,,,,,,,,,,white,grey,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1 7EX,,,,,,,,,,,,,,
,"POLYGON ((-0.1791541 51.4179912, -0.1787521 51.4178815, -0.1787708 51.4178463, -0.1786822 51.4178155, -0.1787168 51.4177823, -0.1786861 51.4177696, -0.178945 51.4175299, -0.1789691 51.4175396, -0.1789913 51.4175197, -0.1791201 51.417578, -0.1790866 51.4176059, -0.1791848 51.4176475, -0.1793327 51.417507, -0.1795245 51.4175943, -0.1792677 51.417827, -0.1791541 51.4179912))",,,,Holiday Inn Express,,,200,High Street Colliers Wood,,,,"[130157092, 4810439297, 4810439298, 4810439299, 8905035535, 8905035534, 8905035536, 8905035537, 4810439300, 4810439303, 8905035539, 8905035538, 4810439301, 4810439302, 8905035540, 130157092]",,SW19 2BH,,,Holiday Inn Express,Q5880423,en:Holiday Inn Express,hotel,,,,813106,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.015858 51.5089979, -0.0156098 51.5090083, -0.0155882 51.5090244, -0.0155763 51.5090332, -0.0156048 51.5092957, -0.0158252 51.5092865, -0.0158045 51.5090963, -0.0158684 51.5090936, -0.015858 51.5089979))",,,,Lansbury Heritage Hotel,,London,117,Poplar High Street,,,https://lansburyhotel.com/,"[4894520666, 4894520667, 7370187776, 4894520668, 4894520669, 4894520670, 4894520671, 4894520672, 4894520666]",,E14 0AE,,,,,,hotel,4,,,977444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.078817 51.5244299, -0.078809 51.52444, -0.0787987 51.5244468, -0.078782 51.5244524, -0.0787645 51.5244507, -0.0787524 51.5244467, -0.0787377 51.5244361, -0.0785875 51.5241591, -0.0785832 51.5238211, -0.0788099 51.52382, -0.078817 51.5244299))",,,,CitizenM,,London,6,Holywell Lane,,,,"[4901547507, 9994462826, 9994462827, 9994462828, 9994462829, 9994462830, 4901547511, 4901547508, 4901547509, 4901547510, 4901547507]",,EC2A 3ET,,,citizenM,Q5122531,,hotel,10,,,950801,,,,,,,hotel,,,,,Q111368939,,,,,,,,,,,,,,,,,,,,glass,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1004763 51.5209531, -0.1004075 51.5209227, -0.1003658 51.5209043, -0.1001464 51.5208073, -0.1002507 51.5207106, -0.1002308 51.5207033, -0.1002596 51.520675, -0.1002806 51.5206839, -0.1003703 51.5206079, -0.1003937 51.5205881, -0.1005388 51.5206503, -0.1006278 51.5207, -0.1006432 51.5207138, -0.1006486 51.5207279, -0.1005619 51.520806, -0.1005419 51.5208231, -0.1005238 51.5208561, -0.1005187 51.5208756, -0.1005413 51.5208828, -0.1005436 51.5208953, -0.1004763 51.5209531))",,,,Malmaison,,London,18-21,Charterhouse Square,,,https://www.malmaison.com/,"[1125593636, 5465738026, 5465738031, 2317061081, 4929686877, 4929686875, 4929686874, 4929686876, 4929686872, 1125593888, 1125594008, 4929686928, 4929686927, 1125593826, 4929685416, 4929686929, 4929686926, 1125593948, 4929686925, 1125594058, 1125593636]",,EC1M 6AH,,,Malmaison,Q6744343,,hotel,6,,,416510,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,brick,1,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0008065 51.5432696, -0.000742 51.5431812, -0.000732 51.5431676, -0.0007226 51.5431547, -0.0007133 51.5431426, -0.0007069 51.5431344, -0.000664 51.5430745, -0.0006229 51.5430181, -0.0006131 51.5430047, -0.0005699 51.5429455, -0.0005339 51.542912, -0.0005917 51.5428987, -0.0009231 51.5428224, -0.0010591 51.542787, -0.0011088 51.5428068, -0.001242 51.5428808, -0.0013153 51.5429215, -0.0012625 51.5429576, -0.0009368 51.5431801, -0.0008065 51.5432696))",,,,Moxy London Stratford,,London,86,Great Eastern Road,Marriott,,https://www.marriott.co.uk/hotels/maps/travel/lonof-moxy-london-stratford/,"[5959627833, 5976574092, 7726939930, 5959627832, 7757076168, 7726939928, 5961103140, 6106768338, 6104052697, 5976574095, 4976217449, 5976574086, 5976574087, 5976574100, 5976574090, 5976574088, 4976217451, 5976574091, 5976574085, 5959627833]",,E15 1GR,,,,,,hotel,9,,,1276517,,,,,,,hotel,,,,2017-10-26,,,,,,,,+44 20 3608 9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford,,,,,,,,,,,,,,,,,,2017-10-26,10090851208,,,,,,,,,,,,
,"POLYGON ((-0.1171774 51.5201626, -0.1172126 51.5202255, -0.1172322 51.5202221, -0.1174 51.5201929, -0.1174263 51.5201883, -0.1172733 51.5198992, -0.1171981 51.5199125, -0.1171734 51.5198633, -0.1172491 51.5198494, -0.1171982 51.5197356, -0.1169912 51.5197773, -0.1170398 51.5198832, -0.1170102 51.5198882, -0.1170342 51.5199357, -0.1170641 51.5199312, -0.117117 51.5200392, -0.1170526 51.5200524, -0.1170926 51.5201253, -0.1172416 51.5200982, -0.1172654 51.5201447, -0.1171774 51.5201626))",,yes,,Premier Inn London Holborn,,London,27-29,Red Lion Street,Premier Inn,,,"[5041284925, 5041284926, 5126187784, 5126187783, 4426230074, 5185960218, 5185960217, 5041284927, 5126187781, 5185960213, 5185960214, 5041284929, 5041284930, 5041284931, 5041284932, 5041284933, 5041284934, 5041284935, 5041284936, 5041284937, 5041284925]",,WC1R 4PF,,,Premier Inn,Q2108626,,hotel,5,,,,,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,,no,3,,,,,,,,,,,,,white,silver,,,,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-holborn.html,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disabled parking in underground car park,,,,yes,,,,,,,,,,,
,"POLYGON ((-0.0538964 51.5591641, -0.0536575 51.559212, -0.0535615 51.5590271, -0.0538005 51.5589792, -0.0538964 51.5591641))",,,,Inner London Hotel,,London,47,Lea Bridge Road,,,,"[5147571444, 5147571445, 5147571446, 5147571447, 5147571444]",,E5 9QB,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1574326 51.492977, -0.1573764 51.4929846, -0.1573842 51.4930178, -0.1569289 51.4930732, -0.1569216 51.4930442, -0.1569057 51.4930455, -0.1568727 51.492943, -0.1568797 51.4929278, -0.1568871 51.4929139, -0.1569085 51.4929039, -0.1569768 51.4928832, -0.1570482 51.4928644, -0.1571766 51.4928529, -0.1573883 51.492832, -0.1574326 51.492977))",,,,Sloane Square Hotel,,,7-12,Sloane Square,,,,"[5164151805, 5164151801, 5164151800, 5164151798, 5164151797, 5164151796, 4598333292, 8353898640, 8353898641, 5163938121, 8353898642, 5163938122, 5168285456, 4547149896, 5164151805]",,,,,,,,hotel,5,,,,,,,,,,hotel,,,,,Q7541093,,,,,,,,,4,,,,,,,,,100,,brick,,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0005765 51.5022809, -0.000565 51.5022807, -0.0005659 51.5022549, -0.0003596 51.5022521, -0.0003053 51.5022514, -0.0003045 51.5022736, 0.000365 51.5022647, 0.0003915 51.5030351, 0.0003733 51.5030353, 0.0003743 51.5030624, -0.0005253 51.5030744, -0.0005261 51.5030513, -0.0005685 51.5030519, -0.0006073 51.5029262, -0.0006314 51.5027988, -0.0006406 51.5026705, -0.0006376 51.5025725, -0.0006259 51.5024747, -0.0006055 51.5023774, -0.0005765 51.5022809))",,,,Arora Ballroom,,,,,,,https://thearoragroup.com/business/featured/the-arora-ballroom,"[5188712795, 9102650606, 9102650605, 9102650603, 9102650604, 9102650602, 5188712796, 9102650601, 9102650600, 4474024948, 5188712794, 5188712797, 5188712798, 9102650611, 9102650610, 9102650612, 9102650609, 9102650608, 9102650607, 5188712795]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1449439 51.4909207, -0.1449164 51.4909286, -0.1449332 51.4909528, -0.1448949 51.4909641, -0.1448168 51.4908554, -0.1448319 51.4908504, -0.1448769 51.4908357, -0.1449439 51.4909207))",,,,Sheriff Hotel,,London,115,Warwick Way,,,https://www.sheriffhotel.com/,"[5198603684, 5198603678, 5198603677, 5198603676, 3223489428, 5198602205, 5198603675, 5198603684]",,SW1V 4HT,,,,,,hotel,4,,,413083,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,brick,,light_brown,darkgrey,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1450859 51.4908534, -0.1450478 51.4908351, -0.1450615 51.4908247, -0.1450355 51.4908121, -0.1450244 51.4908213, -0.1449841 51.4907996, -0.1448748 51.490833, -0.1448769 51.4908357, -0.1449439 51.4909207, -0.1449741 51.4909107, -0.144968 51.490899, -0.1449781 51.4909027, -0.1449882 51.490894, -0.1450192 51.4909075, -0.1450859 51.4908534))",,,,The Grapevine Hotel,,London,117,Warwick Way,,,,"[5198602607, 5198602598, 5198603687, 5198603686, 4944938227, 428964045, 5198603685, 5198603675, 5198603684, 5198603683, 5198603682, 5198603681, 5198603680, 5198603679, 5198602607]",,,,,,,,hotel,3,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,plaster,,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1438728 51.4907067, -0.1438548 51.4907214, -0.1438281 51.4907087, -0.1438461 51.490694, -0.1437994 51.4906718, -0.1437811 51.4906867, -0.1437539 51.4906738, -0.1437721 51.4906589, -0.14373 51.4906388, -0.1437114 51.4906539, -0.1436822 51.49064, -0.1437007 51.4906249, -0.1436583 51.4906048, -0.143765 51.4905177, -0.1437926 51.4905308, -0.1438441 51.4904889, -0.1438899 51.4905106, -0.143836 51.4905546, -0.1438616 51.4905667, -0.1439263 51.490514, -0.1439762 51.4905377, -0.1439191 51.4905843, -0.1439413 51.4905948, -0.1439707 51.4905708, -0.1440141 51.4905914, -0.143999 51.4906037, -0.14398 51.4906192, -0.1438728 51.4907067))",,,,Georgian House Hotel,,,35-39,St George's Drive,,,,"[711535577, 5198840589, 5198840138, 5198840137, 5198840136, 5198840135, 5198840134, 5198840133, 5198840132, 5198840131, 5198840130, 5198840129, 5198840128, 5198840127, 5198840126, 5198840125, 5198840124, 5198840123, 5198840122, 5198840121, 5198813420, 5198813419, 5198813418, 5198813417, 5198813416, 5198839080, 2142670311, 711535577]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plaster,,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1440145 51.4907753, -0.1439976 51.4907891, -0.1439664 51.4907743, -0.143984 51.4907599, -0.1439439 51.4907408, -0.1440863 51.4906246, -0.1441162 51.4906388, -0.1441463 51.4906142, -0.1442598 51.4906682, -0.144193 51.4907226, -0.1440878 51.4908085, -0.1440675 51.4908251, -0.1440368 51.4908105, -0.1440559 51.490795, -0.1440145 51.4907753))",,,,Airways Hotel,,London,29-31,St George's Drive,,,,"[5198839112, 5198839090, 5198839089, 5198839088, 5198839087, 5198839086, 5198839085, 5198839084, 5198839111, 5198839119, 5198839120, 430634396, 5198839114, 5198839113, 5198839112]",,SW1V 4BP,,,,,,hotel,4,,,411136,00194/0029/0/000,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,SW1V 4BP,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,plaster,1,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1437147 51.4908903, -0.1437634 51.4909133, -0.1437767 51.4909025, -0.1438091 51.4909179, -0.1437958 51.4909287, -0.1438086 51.4909349, -0.1438335 51.4909391, -0.1438569 51.4909524, -0.1438516 51.4909716, -0.1438382 51.4909896, -0.1437496 51.4910192, -0.1437081 51.4909595, -0.1436806 51.4909399, -0.1436692 51.4909499, -0.1436509 51.4909422, -0.1437147 51.4908903))",,,,New England Hotel,,London,20,St George's Drive,,,,"[5198840555, 5198840554, 5198840553, 5198840552, 5198840551, 5198840550, 5198840549, 5198840548, 5198840547, 5198840546, 5198840557, 5239778394, 5198840543, 5198840542, 5198840541, 5198840555]",,SW1V 4BN,,,,,,hotel,4,,,741314,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,plaster,1,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FSA Food Hygiene Rating Scheme open data,,,,,,,,,,photo,,,,,,,,,,
,"POLYGON ((-0.1446294 51.4907558, -0.1445669 51.4907728, -0.1445061 51.4906913, -0.1444906 51.490671, -0.1445261 51.490661, -0.1445463 51.4906856, -0.1445717 51.4906785, -0.1445811 51.4906906, -0.1446294 51.4907558))",,,,Bakers Hotel,,London,126,Warwick Way,,,,"[5198840636, 430634380, 5243668503, 5198840632, 5198840631, 5198840630, 5198840629, 5198840635, 5198840636]",,SW1V 4JA,,,,,,hotel,,,,413085,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FSA Food Hygiene Rating Scheme open data,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1388083 51.4901955, -0.1388761 51.490226, -0.1388506 51.4902518, -0.138801 51.490231, -0.1387862 51.4902447, -0.1386652 51.490196, -0.1386906 51.4901726, -0.1386679 51.490164, -0.1386891 51.4901457, -0.1387089 51.4901558, -0.1387301 51.4901363, -0.1387091 51.4901284, -0.1387309 51.4901096, -0.13875 51.490118, -0.1388814 51.4901685, -0.1388848 51.4901796, -0.1388687 51.4901946, -0.1388258 51.4901784, -0.1388083 51.4901955))",,,,Melita Hotel,,London,35,Charlwood Street,,,,"[5205082485, 5205082481, 5205082480, 5205082479, 5205082478, 5205082477, 5205082476, 5205082475, 5205082474, 5205082486, 5205082487, 5205082488, 277625824, 5205082493, 5205082495, 5205082482, 5205082483, 5205082484, 5205082485]",,SW1V 2DU,,,,,,hotel,3,,,412126,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FSA Food Hygiene Rating Scheme open data,plaster,1,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1387862 51.4902447, -0.1387688 51.4902635, -0.1388124 51.4902819, -0.1387815 51.4903111, -0.1386215 51.4902382, -0.1385951 51.4902276, -0.1386172 51.4902082, -0.1386415 51.4902179, -0.1386652 51.490196, -0.1387862 51.4902447))",,no,,Romanos Hotel,,London,31,Charlwood Street,,,,"[5205082478, 5205082473, 5205082472, 2497903996, 5205082471, 5205082470, 5205082469, 277625421, 5205082477, 5205082478]",,SW1V 2DU,,,,,,hotel,3,,,412125,00671/0031/0/000,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,plaster,1,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0156027 51.3996431, 0.0156277 51.3996195, 0.0155586 51.3993459, 0.0155367 51.3993202, 0.0155116 51.3993075, 0.0154749 51.3993042, 0.0154353 51.3993072, 0.0153775 51.3993776, 0.0153573 51.3994095, 0.0154164 51.3996141, 0.0156027 51.3996431))",,,,,,,,,,,,"[5226406436, 5226406437, 8564404766, 5226406439, 8564404767, 5226406440, 5226406441, 5226406442, 5226406443, 5226406444, 5226406436]",,,,,,,,hotel,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1363158 51.6117521, -0.1360398 51.6116411, -0.1360033 51.6117335, -0.1358259 51.6117059, -0.1359394 51.6115164, -0.1359765 51.6114682, -0.1364318 51.6116316, -0.1363158 51.6117521))",,,,Premier Inn,,,,,,,,"[9917481691, 5266959591, 5266959592, 5266959593, 5266959594, 5266959595, 9917481690, 9917481691]",,,,,Premier Inn,Q2108626,,hotel,,,,,,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.068545 51.5594791, 0.0686167 51.5593605, 0.0680036 51.5592172, 0.0679319 51.5593359, 0.068545 51.5594791))",,,,,,,,,,,,"[5519190228, 5519190225, 5519190226, 5519190227, 5519190228]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2980348 51.4619578, -0.2979776 51.4618753, -0.2981278 51.4618347, -0.2981518 51.4618284, -0.2981352 51.4618043, -0.2981109 51.4618108, -0.2980636 51.4617418, -0.2980447 51.4617469, -0.2980181 51.4617081, -0.2979767 51.4617191, -0.2979601 51.4616949, -0.2978705 51.4617189, -0.2978872 51.4617431, -0.2977268 51.461786, -0.2976463 51.4616691, -0.2980653 51.4615571, -0.2982201 51.461782, -0.2981984 51.4617878, -0.2982147 51.4618115, -0.2982364 51.4618056, -0.2982958 51.4618909, -0.2980371 51.4619608, -0.2980348 51.4619578))",,,,Richmond Inn Hotel,,Richmond,50-56,Sheen Road,,,http://www.richmondinnhotel.com/,"[5583131251, 5583131252, 5583131253, 5583131260, 5583131261, 5583131262, 4180261391, 5583131254, 5583131255, 5583131263, 5583131264, 5583131265, 5583131266, 5583131256, 5583131257, 5583131258, 5583131267, 5583131268, 5583131269, 5583131270, 5583131259, 5583131271, 5583131251]",,TW9 1UG,,,,,,hotel,3,,,353829,,,,,,,hotel,,,,,,,,,,,,+44 20 8940 0171,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0553707 51.5458428, -0.0553737 51.5458235, -0.0556637 51.5458491, -0.05568 51.5458506, -0.0557926 51.5458629, -0.0559071 51.5458848, -0.0558611 51.5459874, -0.0557236 51.545957, -0.0556511 51.545941, -0.0556599 51.5458663, -0.055645 51.5458652, -0.0553707 51.5458428))",pub,,,Old Ship,,London,2,Sylvester Path,,,https://www.oldshiphackney.com/,"[4171814558, 4171814556, 5631217766, 582677071, 9343163600, 582677070, 5631210017, 9957506841, 5631210016, 5631210015, 5631210014, 4171814558]",,E8 1EN,,,,,,hotel,,,,469472,,,,,,,,,,,,,,,,,,,+44 20 8986 2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,
,"POLYGON ((-0.2862883 51.4833364, -0.2863047 51.4833095, -0.286398 51.483156, -0.2864028 51.483148, -0.2865463 51.4831819, -0.2864318 51.4833703, -0.2862883 51.4833364))",pub,,,Coach & Horses,,Richmond,8,Kew Green,,,,"[5644574078, 5644574085, 5644574084, 5644574079, 5322548560, 5644574080, 5644574078]",,TW9 3BH,,,,,,hotel,,,,353331,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,customers,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2868277 51.476182, -0.2868276 51.4761664, -0.2868113 51.4761661, -0.2868108 51.4761394, -0.2868275 51.476139, -0.2868275 51.4761273, -0.2868106 51.4761271, -0.2868101 51.4761006, -0.2868274 51.4761006, -0.2868274 51.4760945, -0.2868099 51.4760943, -0.2868094 51.4760671, -0.2868272 51.4760672, -0.2868272 51.4760553, -0.2868092 51.4760553, -0.2868085 51.4760262, -0.2868271 51.4760258, -0.2868269 51.4760091, -0.2871553 51.4760091, -0.2871328 51.4761037, -0.286925 51.4761035, -0.2869259 51.4761816, -0.2868277 51.476182))",,,https://www.kewgardenshotel.com/,Kew Gardens Hotel,,Richmond,292,Sandycombe Road,,,https://www.kewgardenshotel.com/,"[2217416345, 5661522071, 5661522072, 5661522073, 5661522074, 5661522075, 5661522076, 5661522077, 5661522078, 5661522079, 5661522080, 27247060, 5661522081, 5661522082, 5661522083, 5661522084, 5661522085, 5661522069, 5661522088, 5661522086, 5661522087, 5661522070, 2217416345]",Kew Gardens Hotel,TW9 3NG,,,,,,hotel,,,,353293,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,customers,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0411213 51.5088491, 0.0411875 51.5087116, 0.0410605 51.5086875, 0.0410494 51.5084348, 0.0406296 51.5084434, 0.0406628 51.50877, 0.0411213 51.5088491))",,yes,,Hampton by Hilton London Docklands,,London,1014A,Dockside Road,Hilton,,,"[4887949303, 5669296175, 5669296176, 5669296177, 5669296178, 5669296179, 4887949303]",,E16 2FQ,Hampton Inn,,Hampton by Hilton,Q5646230,,hotel,7,,,962561,17/00238/FOOD,wlan,no,,,,hotel,,,,,,,,https://www.facebook.com/HbHLondonDocklands,,,,,no,3,,,,,,,,,209,,,,,,londl_hampton@hilton.com,,+44 20 3002 2960,https://www.hilton.com/en/hotels/londlhx-hampton-london-docklands/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Beckton,,,,,,,Hampton by Hilton,,,,,,,,,,,,,,,,,,,,,,,,
